,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,SEDR,scNiche,PRECAST,MENDER_wo_pcs,GraphST,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
batch_metrics_iLISI,1.000000238418579,2.4442389011383057,2.63476824760437,1.0284552574157717,1.4572594165802002,2.40708327293396,2.4287338256835938,2.44205379486084,2.4341886043548584,2.326692819595337,2.546286106109619,2.4967496395111084,2.5584311485290527,1.0000001192092896,1.5990160703659058,2.576413154602051,2.400193214416504,1.782329559326172,2.289835214614868,2.419713020324707,1.0,2.2382261753082275,1.531837821006775,2.5790786743164062,2.0232598781585693,1.961092829704285,2.495499849319458,1.095781326293945,1.973713755607605,1.7374472618103027,1.323023557662964,2.2211804389953613,1.8937839269638064,2.456182718276977,1.0851205587387085
batch_metrics_ASW_batch,0.8405113220214844,0.9506263732910156,0.956413745880127,0.9314687848091124,0.9093040227890016,0.9639935493469238,0.9313902854919434,0.9644485712051392,0.8972923159599304,0.964364230632782,0.9525172114372252,0.9539575576782228,0.9329106211662292,0.8793657422065735,0.942814826965332,0.8740707635879517,0.9433841705322266,0.9268665313720704,0.949856460094452,0.9232927560806274,0.4752591550350189,0.9050552248954772,0.7097676396369934,0.9194049835205078,0.8682348132133484,0.8816516995429993,0.939054787158966,0.9308686256408693,0.9495418667793274,0.9448115229606628,0.7396393418312073,0.9630664587020874,0.8017433285713196,0.8524160385131836,0.7164543271064758
batch_metrics_PCR_comparison,0.0,0.9674728712187072,0.9979479876683136,0.0,0.0,0.0,0.516022993735784,0.9885252769629224,0.0,0.0,0.7966895278158211,0.712289073003504,0.9962310429997524,0.0,0.0,0.9187604305248572,0.8882386494042893,0.5422370277291878,0.9995543749138376,0.6465208816408198,0.0,0.9325021181216292,0.0,0.9960581020412316,0.0,0.33335631230286,0.7800411671440287,0.0,0.0,0.9999963148841698,0.0,0.0657867735797034,0.6506602211484714,0.942849205057778,0.0
batch_metrics_kBET,0.0,0.344671405181808,0.5200687365708137,0.0123122177140094,0.2366558150699912,0.4748913953102745,0.3996633560732432,0.435030203705149,0.2459296832436642,0.4518518793025883,0.6460498248419879,0.3391980973672455,0.5025350256770151,0.0009351115700425,0.1974721885525641,0.4055873250714642,0.3335176712350556,0.2611132990632584,0.2941502547285718,0.5132624462320561,0.0,0.249285563175809,0.0009666283411025,0.3878996356563958,0.0790709283767965,0.056064869763288,0.3981533712388531,0.0021975103602227,0.0831968643069787,0.2426016704122223,0.0682057899109801,0.191545859754616,0.1112493491491845,0.3359460262721534,0.0036880076863475
batch_metrics_graph_connectivity,0.6103618750926646,0.5797401698225635,0.7607375921842345,0.6005983136076795,0.6699306741112431,0.5432912210125436,0.4511922209836498,0.588399342265087,0.6208188822592989,0.5479053013688613,0.4438907322026922,0.7455901228188008,0.2195835134932394,0.5959314982161068,0.6055227898889411,0.5842345107772724,0.5821536100344973,0.61993123985197,0.596031749575429,0.6785294385709355,0.1258565985002626,0.5817348900419337,0.585989565804032,0.5973906624603388,0.5911453234674084,0.5723961523734122,0.6559476038919684,0.5861559022123576,0.6223726758557169,0.5701410177975469,0.5727932608994128,0.6633733580399481,0.5526436643155938,0.5138364231925282,0.581627816621124
bio_metrics_ARI_kmeans,0.1444581098446626,0.3047232443577042,0.2866305238025071,0.3432603835970759,0.2982575850012293,0.0396293402080459,0.0060192701522051,0.0068096422228348,0.0048224149390091,0.1795410738021381,0.4548521184488046,0.1665330383341311,0.3347113583385014,0.0092906180415254,0.2367696284830024,0.3298895344863886,0.3244913847258491,0.2475941856771059,0.3680172290182981,0.3656048911666695,0.004197960313893,0.3206068288316463,0.0062350864638742,0.2977074331773507,0.3639282551850026,0.266323964256443,0.0594073330748638,0.1136872146792518,0.2042239505435316,0.2775642619220337,0.0101351248486996,0.3075490006285963,0.1680401934180954,0.2965951449806998,0.1346844117384233
bio_metrics_ARI_mclust,0.1836847206200511,0.2729038745371287,0.3051258850513773,0.2934542076026404,0.2396431880848552,0.0486084148483673,0.0054729619722721,0.0027711511283092,0.0052669211401668,0.0411274373184927,0.4531557333124034,0.1957693652111535,0.3533058276009283,0.0792922349548855,0.2228723882146783,0.3326029998171479,0.2743954100068398,0.17317111259139,0.3385650033338329,0.3554859988576633,0.0022184704979752,0.3382354148944608,0.0065860974690717,0.2055978501163674,0.3380276389318885,0.2582462874213563,0.0277904925942979,0.1415572883691645,0.0900900801697155,0.1645572741746424,0.0064286263809067,0.2991274725780055,0.2317453997731351,0.2558033659666337,0.0947474818322644
bio_metrics_ARI_leiden,0.0064873384159125,0.2258749928519581,0.2715532750406641,0.1795074045513952,0.2777929514829351,0.0261746918364031,0.0051888673629808,0.0117070704221713,0.0052905492646734,0.0337778097301941,0.5220395183384503,0.0916149372781566,0.000121382250425,0.0071199920119959,0.2223983139776768,0.3331323859326673,0.3295880060592909,0.2176294309678571,0.3690683971810183,0.3775661098261323,0.0017862977931723,0.3299530030838703,0.0096728924043101,0.2903669924000454,0.3322785367600039,0.2404839373939681,0.0306063527012459,0.0638052895577673,0.1357939467633221,0.334970434521574,0.00968168963159,0.3399522216603999,0.1829853923721453,-0.0003487941788745,0.1241169385023236
bio_metrics_NMI_kmeans,0.1785583706663973,0.3071540285370796,0.2924625731662656,0.3571935556698892,0.2970478368153543,0.043989615527096,0.012345886679468,0.008039517987496,0.0108199584364384,0.1786620743898672,0.4287347239506471,0.1661774078847211,0.3357885767537918,0.0123417379269329,0.2550622923680111,0.364175769051949,0.3693300312289542,0.2910390449770336,0.357762605247821,0.38527943783167,0.0088405882856059,0.3198147397951451,0.0123226643231851,0.3576759373845961,0.3663572427677987,0.3075971616654209,0.0550696765402203,0.124079802242712,0.2453780470260997,0.3620344811640381,0.0162994493554591,0.3158184758428904,0.1857957101173505,0.2999503478592801,0.1833894417802956
bio_metrics_NMI_mclust,0.2682082103339873,0.2973766205371072,0.3007353049082773,0.3413196173165082,0.2913206761350026,0.0528623532286057,0.0130004521675307,0.0055176910866539,0.0175284494309625,0.0655498065083996,0.4431344080066249,0.2206385785497552,0.3799074230361878,0.1285701372558701,0.2699421026827386,0.3637387966053524,0.3518941222226088,0.2543374529466496,0.3555208922388088,0.3800061147312751,0.0098195800884866,0.3283470204885723,0.0171664353012787,0.2909499828555201,0.3622192277369254,0.3011854703789712,0.0320189351657346,0.1904433488100919,0.148629820792353,0.277953389120905,0.0128993395292422,0.3158854648689787,0.2119329690384671,0.2734419271230875,0.1444013486192401
