,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,SEDR,scNiche,PRECAST,MENDER_wo_pcs,GraphST,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
batch_metrics_iLISI,1.0,1.0121489763259888,1.272120475769043,1.0050230026245115,1.042905569076538,1.0,1.0000001192092896,1.01007342338562,1.006035327911377,1.0000001192092896,1.0128127336502075,1.0592350959777832,1.1636579036712646,1.0,1.0,1.017194747924805,1.000000238418579,1.0000007152557373,1.000000238418579,1.0,1.0528285503387451,1.000000238418579,1.0,1.000000238418579,1.154104232788086,1.0146994590759275,1.0000001192092896,1.0,1.0,1.0000001192092896,1.0,1.0000001192092896,1.0000005960464478,1.3352962732315063,1.0
batch_metrics_ASW_batch,0.193025067448616,0.853162944316864,0.9591916799545288,0.9033516049385072,0.934607207775116,0.7296382188796997,0.4567383229732513,0.8082067370414734,0.7755060791969299,0.7343100309371948,0.9229283332824708,0.8232809901237488,0.8340028524398804,0.4160614013671875,0.614241898059845,0.7524375319480896,0.6965959668159485,0.8022826910018921,0.7428416013717651,0.6769956946372986,0.3942816257476806,0.7961287498474121,0.2347187548875808,0.8064473867416382,0.8863247036933899,0.7016815543174744,0.4369532465934753,0.6948157548904419,0.6386297941207886,0.6891581416130066,0.6019017696380615,0.7774021625518799,0.8714418411254883,0.922406792640686,0.5787391066551208
batch_metrics_PCR_comparison,0.0,0.5098706619664649,0.8356892998372929,0.535468128967949,0.8550030744143926,0.0,0.0,0.768844157664072,0.195231683634373,0.0,0.6273404890339777,0.9654698102954802,0.9332308016820792,0.0,0.9937747039495662,0.975891194096318,0.0,0.3577371448556464,0.987051244734567,0.0,0.0,0.7739898722585173,0.0,0.9377179734142204,0.997484653003028,0.0,0.2730527693054573,0.0,0.0,0.9999993993357552,0.0,0.9424302329268728,0.8538103583523485,0.9882004762375124,0.0
batch_metrics_kBET,0.0002103198956484,0.0658208776839049,0.161884336762052,0.0060430610508904,0.0717425594862797,0.0029702511490126,0.0401925520633704,0.0328176275602472,0.0412990603751504,0.0034145678847757,0.0688968194303622,0.0778788522123266,0.1318920578501858,0.0005405661766476,0.0012546794667727,0.0668610836786227,0.0050285441924399,0.0169918091832521,0.0082012372756494,0.0002848378615249,0.0015812292782453,0.0144102819212573,0.0002021241438822,0.0523589423078624,0.112233310382814,0.0622636803966822,0.0145001684632273,0.0281697633571349,0.0002476461043649,0.0053963344300765,0.0002106354523388,0.0174423789975675,0.0861293669252856,0.216748787583443,0.0004763033416583
batch_metrics_graph_connectivity,0.4517651615913776,0.7457407704009603,0.4261895361593012,0.8492543880158135,0.2771600365279507,0.3843285635531053,0.2818436928613741,0.7509816386131608,0.2014274377109354,0.3620147706845931,0.3356241048819935,0.4597543861053482,0.2091889209100338,0.5629410216761204,0.5365741953638251,0.3855537320414198,0.750778560871396,0.776890506387448,0.624400198983916,0.332381487811136,0.0335104739190682,0.6158585072394994,0.4151174124785453,0.5679948922334987,0.3774710307037187,0.0762292585853697,0.2212338600519951,0.4554740560999507,0.4430023242938382,0.716963851725628,0.5154322938816676,0.6050731046189406,0.0617387253379521,0.4801721436388852,0.4042187329419546
bio_metrics_ARI_kmeans,0.1177045681011096,0.2438521443188768,0.0736869802791143,0.1606792288469073,0.1059102317309318,0.0337014377785158,0.002514073703287,0.2002535663737885,0.0197627569044111,0.0343269928147925,0.0828193742177892,0.087716319786499,0.0690793061227971,0.0577358379036711,0.0844573811063894,0.1137824023076236,0.1319989135370717,0.1922701607279942,0.1613536808213928,0.0799545048273871,0.0346113436653705,0.2105924740466578,0.2214020867062807,0.1816507655991742,0.1401458655214839,0.0214319614093992,0.0553150258963105,0.297525089650096,0.2268814098415457,0.084348320385427,0.2290036271573222,0.145028273153997,0.0005918030696793,0.3007892558613227,0.1994079108683245
bio_metrics_ARI_mclust,0.1090736449578407,0.2659012040552773,0.0723751276125492,0.1491604935034611,0.0595924811062539,0.063683911836125,0.0075269540743588,0.1449303872627496,0.0204476131872518,0.020494068848055,0.0872443147425976,0.0455916835546051,0.0414629722267517,0.0832326087092213,0.0638447955198299,0.119720876902395,0.0700426152647871,0.2169998857439242,0.1177125213749815,0.0520478630551644,0.0151697786849234,0.1948847619687236,0.0658609869337494,0.0690151919575942,0.0945041107537287,0.0262873946156351,0.0556239597888489,0.2922674203360779,0.2476982905594918,0.0725040701577195,0.2163941966228638,0.089258577968029,0.0008868938880912,0.297481289133282,0.200287574621113
bio_metrics_ARI_leiden,0.2463244144992174,0.3930923335656955,0.1408293195162803,0.2203810000826132,0.0947680695654727,0.0473886646633412,0.0609705574358599,0.1594057776812863,0.0165667755129871,0.0575772443747455,0.0980843869314981,0.114020386881424,0.0939694276415319,0.3012067977377941,0.200781410330656,0.0982404037900979,0.121019029089505,0.2281658388884495,0.2383067000328949,0.0741668250282876,0.0150651084008114,0.1818343812765332,0.2511677409744954,0.1018706349471033,0.160067605254711,0.016206085234599,0.061857595114544,0.2778445091170578,0.1706491036742748,0.1692991869523542,0.2927565959187856,0.2481221756656578,0.0060908583364113,0.2539275942212445,0.1813226632935412
bio_metrics_NMI_kmeans,0.2668077309572936,0.3909326579297987,0.1350972929173439,0.3442610861951601,0.1246053078949881,0.0697551808617861,0.0810566291938051,0.3184379921426447,0.034901922752219,0.0758005663080597,0.124241088724626,0.173994207871282,0.2090385036857668,0.2561055610758219,0.3316769568044564,0.1645083770991962,0.300332425621013,0.3101085888049033,0.3394386779601141,0.1851263955238442,0.0442886075809237,0.3107328675994919,0.3466637471621212,0.2947820918516473,0.1760552890357012,0.0310652521199334,0.1579410081465242,0.3773454927699005,0.2736602079630856,0.3315991206940168,0.3463851242497884,0.3726332296715324,0.0048585281218537,0.2881696637967016,0.3201576327176775
bio_metrics_NMI_mclust,0.3339125132546341,0.4274217163909165,0.1456202656131435,0.3681832493952486,0.1349987096877394,0.1000055952385083,0.0743954343743878,0.346180694245092,0.0305813435837099,0.0859549527173318,0.1494501184151219,0.1968152756568972,0.1920136126036543,0.3292662268606779,0.3279502221881838,0.178297951460847,0.2899657366489038,0.3837871499960365,0.3652369757927621,0.1423983089328937,0.027321531124085,0.3093784626092311,0.2207358288093946,0.2388489560309704,0.167536474470945,0.0312733044360805,0.158087014133319,0.3765195665972133,0.3195565105240652,0.3160403137163419,0.3451131161783891,0.345844177598213,0.0079428848199221,0.2813433753892735,0.3165757056847167
