,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,SEDR,scNiche,PRECAST,MENDER_wo_pcs,GraphST,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
batch_metrics_iLISI,1.0,1.2024710178375244,1.531275749206543,1.0797889232635498,1.3082003593444824,1.005134344100952,1.0993587970733645,1.1709907054901123,1.3507215976715088,1.004164457321167,1.05271315574646,1.2957148551940918,1.1107196807861328,1.0,1.0180484056472778,1.4802290201187134,1.017229437828064,1.139718770980835,1.2077219486236572,1.003124475479126,1.9288805723190308,1.0691829919815063,1.0000001192092896,1.2237269878387451,1.1684049367904663,1.0000004768371582,1.4748001098632812,1.0,1.0,1.004528284072876,1.0,1.032388687133789,1.247643232345581,1.336696743965149,1.0000001192092896
batch_metrics_ASW_batch,0.6774718761444092,0.9176459312438964,0.9678748846054076,0.935579478740692,0.9627397656440736,0.8714902997016907,0.844219982624054,0.8591561317443848,0.9161227345466614,0.9102543592453004,0.9069501161575316,0.8957028388977051,0.9352863430976868,0.7300995588302612,0.8436034917831421,0.8828285932540894,0.9109138250350952,0.9058387875556946,0.9354547262191772,0.8944443464279175,0.7454020977020264,0.8600099682807922,0.536875307559967,0.9371296167373656,0.9339019656181335,0.7688161134719849,0.8722593188285828,0.6997593641281128,0.7125989198684692,0.8642302751541138,0.7284182906150818,0.8812543749809265,0.9262679219245912,0.9426374435424804,0.6596141457557678
batch_metrics_PCR_comparison,0.0,0.9348099826215984,0.9919486421637446,0.8517444019761236,0.9467610017824593,0.0,0.0,0.9334500296799526,0.7415058155575369,0.1728219594061606,0.8904511065131228,0.8873783396818473,0.990592836796506,0.0,0.988192020966972,0.9821081201102868,0.5982139227168043,0.9254989162949908,0.992622548343548,0.0,0.9016249805990404,0.9801355806665696,0.0,0.8908553304632272,0.9958890985407984,0.0,0.9129905789962334,0.0,0.0,0.9999996433090376,0.0,0.9440245075991672,0.9582973214338224,0.9910752808536628,0.0
batch_metrics_kBET,9.47392722573654e-05,0.2271936410292914,0.446377214833532,0.1375313955728381,0.4042505454711163,0.0174164041376359,0.2028364318132705,0.2034919571998465,0.2030312627236181,0.1576973422185551,0.182693653490614,0.2731355653792048,0.4732060160365012,0.096409740515262,0.1292600456799374,0.2451394101160874,0.1041304923393137,0.1936678453564971,0.2235621564984131,0.114193526942132,0.0,0.2123345705832335,0.0049427482115499,0.2621372595686996,0.310269375184557,0.025077043666301,0.3011663578617813,0.1290836998536596,0.0001877857287425,0.1159092632034182,4.394638540980005e-05,0.1660581879325493,0.1387148903694855,0.3696294735549618,0.1081652066171632
batch_metrics_graph_connectivity,0.5728136253162794,0.9115849664652056,0.6114843471370712,0.9896287043509956,0.40370561424646,0.6330105306519391,0.4965395713209021,0.949222358813562,0.2600857335031472,0.6427296097974289,0.6219216869047969,0.7431586245002537,0.4394469236726795,0.6983469478878996,0.9061270518093024,0.5675780172150235,0.9110632088556108,0.9336037230638992,0.8934340762425373,0.6931565918633991,0.0044064002667259,0.8015867759305682,0.6515782305251452,0.8630298068234714,0.6833475866865014,0.1484645808910794,0.41289104701817,0.4354837204918609,0.5837821815028809,0.9158850124279092,0.5419526653005391,0.8822165496307717,0.1099737546552287,0.7235468935879106,0.731226640903848
bio_metrics_ARI_kmeans,0.3116294469158174,0.216623007364664,0.1220908916440447,0.2891677651954706,0.1237650098769039,0.0673214197357476,0.0410960515048775,0.2645596657724183,0.0494190164794281,0.1115885768898184,0.1394162850059058,0.1848096988059145,0.2488701824764239,0.1886854357127652,0.3428885496393131,0.1321860254735687,0.3219708149194386,0.3759100030659253,0.3539803337704516,0.23439581438894,0.0176670423192507,0.3535172954774772,0.3024888241719276,0.2115310793122592,0.2249252967891483,0.006581239993086,0.1268129893419451,0.2375882607455662,0.2330005137773193,0.3172378270998633,0.2337494772803818,0.3962754628584852,0.0062751464281579,0.1963183250422639,0.2664324943473985
bio_metrics_ARI_mclust,0.3072832038965077,0.2065542571041523,0.1410703751598163,0.3257863557826709,0.1093660853182149,0.0786791372320621,0.0218612190047483,0.2476793105377281,0.0269697200781547,0.1270891240794164,0.1231774976113616,0.1644705007618678,0.13402201997078,0.3077561222159919,0.3508033569818133,0.1712581697721526,0.3333391988653404,0.5632644028264928,0.3292377916221958,0.1501478905027978,0.0010812390660795,0.3633845188503766,0.2883996500823061,0.1673304804153663,0.166057434080435,0.0065864577300761,0.1266733028065406,0.1363733569125968,0.2745128250850716,0.3610783982516735,0.1793814702805706,0.379812188683279,0.0314725932913458,0.2207905637628059,0.3564406973131515
bio_metrics_ARI_leiden,0.3273810899368876,0.4876878658757043,0.1359488948585977,0.5345407912097554,0.0663879564610605,0.0821035134138859,0.0749199377575762,0.4027603465410162,0.0242183057513545,0.069760005687164,0.1796272825423874,0.2145937620720567,0.1467500112879797,0.3477906715045549,0.6024431986990193,0.1148809595471226,0.4760872317627687,0.5781510874961094,0.4022718701871657,0.0883110833075577,0.0210890920099992,0.3825261549257815,0.2252891732308663,0.3025523286532284,0.2619513136098783,0.0066808312695558,0.1291531498425356,0.2107234747112454,0.2607872822481825,0.6170904098203615,0.3406009979434239,0.4976989552200794,0.0084372702337957,0.2776054342236542,0.3009172808334678
bio_metrics_NMI_kmeans,0.4267097316935262,0.3609782270877138,0.2296382820163973,0.4534825171194793,0.2774230622151974,0.1126510412398684,0.0814046472341605,0.4078416318578667,0.0684534019554202,0.2009040192810444,0.2311893533628899,0.2847717922723163,0.2917269425440129,0.3449621151852564,0.5375647831411201,0.2774190688090354,0.4620452513427295,0.4657684141473924,0.4929652394858509,0.3489305008747123,0.0328936417718174,0.4599832690135534,0.4207698279600122,0.3486118749011963,0.3266212674001719,0.0338942921096182,0.251721400695659,0.3914185583899861,0.3626834298118383,0.5249980762918319,0.3560085699369795,0.5490400691811788,0.0253507723058829,0.2987515605013261,0.4328190701703134
bio_metrics_NMI_mclust,0.4225187138398692,0.3857481840595297,0.2351602083934804,0.4809267108342261,0.2460356861310707,0.145444036211486,0.0820579247709999,0.4342060056548066,0.0561644568146829,0.223505027512409,0.241704357878398,0.26889170759027,0.2615040460492318,0.4436675866985158,0.5248737069286191,0.2974430061319932,0.4782822683347766,0.5579721845422596,0.4596141620537209,0.279808005304204,0.0357941404419746,0.4854631196661572,0.4105265657322005,0.266629514276675,0.3890730665669709,0.0351055244104773,0.2517010730706596,0.352354640722021,0.4033829621802416,0.471900802316028,0.359147789105019,0.5346677548490969,0.0290358993861354,0.3408630301094932,0.4923142286025299
